Nº Patrimônio,Produto,Descrição,Valor,Cód. Projeto,Projeto,Gestor,Coordenador,Situação,NF,Data Emissão da Nota,Data do Termo de Doação,Nº Termo de Doação
3783,"Livros, Coleções e Materiais Bibliográficos","Livro:
Título: Programação do Raspberry Pi com
Python: Aprenda a Programar no Pequeno
Computador Mais Popular do Mundo
Autor: Wolfram Donat
Ano: 2018
Edição: 1ª edição
Editora: Novatec
IBSN-10: 8575227203",575.0,251.0,ARANOUÁ - ANO 5 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,603.0,2025-02-20,2025-12-10,022-2025
3784,"Livros, Coleções e Materiais Bibliográficos","Livro:
Título: Programação do Raspberry Pi com
Python: Aprenda a Programar no Pequeno
Computador Mais Popular do Mundo
Autor: Wolfram Donat
Ano: 2018
Edição: 1ª edição
Editora: Novatec
IBSN-10: 8575227203",575.0,251.0,ARANOUÁ - ANO 5 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,603.0,2025-02-20,2025-12-10,022-2025
3785,"Livros, Coleções e Materiais Bibliográficos","Livro:
Título: Programação do Raspberry Pi com
Python: Aprenda a Programar no Pequeno
Computador Mais Popular do Mundo
Autor: Wolfram Donat
Ano: 2018
Edição: 1ª edição
Editora: Novatec
IBSN-10: 8575227203",575.0,251.0,ARANOUÁ - ANO 5 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,603.0,2025-02-20,2025-12-10,022-2025
3786,"Livros, Coleções e Materiais Bibliográficos","Livro:
Título: Programação do Raspberry Pi com
Python: Aprenda a Programar no Pequeno
Computador Mais Popular do Mundo
Autor: Wolfram Donat
Ano: 2018
Edição: 1ª edição
Editora: Novatec
IBSN-10: 8575227203",575.0,251.0,ARANOUÁ - ANO 5 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,603.0,2025-02-20,2025-12-10,022-2025
3787,"Livros, Coleções e Materiais Bibliográficos","Livro:
Título: Programação do Raspberry Pi com
Python: Aprenda a Programar no Pequeno
Computador Mais Popular do Mundo
Autor: Wolfram Donat
Ano: 2018
Edição: 1ª edição
Editora: Novatec
IBSN-10: 8575227203",575.0,251.0,ARANOUÁ - ANO 5 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,603.0,2025-02-20,2025-12-10,022-2025
3788,"Livros, Coleções e Materiais Bibliográficos","Livro:
Título: Inteligência artificial: uma abordagem
de aprendizado de máquina
Autor: FACELI, Katti et al.
Ano: 2021
Edição: 2ª edição
Editora: LTC
IBSN-10: 8521637349",162.74,251.0,ARANOUÁ - ANO 5 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,2344691.0,2025-02-18,2025-12-10,022-2025
3789,"Livros, Coleções e Materiais Bibliográficos","Livro:
Título: Inteligência artificial: uma abordagem
de aprendizado de máquina
Autor: FACELI, Katti et al.
Ano: 2021
Edição: 2ª edição
Editora: LTC
IBSN-10: 8521637349",162.74,251.0,ARANOUÁ - ANO 5 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,2344691.0,2025-02-18,2025-12-10,022-2025
3790,"Livros, Coleções e Materiais Bibliográficos","Livro:
Título: Inteligência artificial: uma abordagem
de aprendizado de máquina
Autor: FACELI, Katti et al.
Ano: 2021
Edição: 2ª edição
Editora: LTC
IBSN-10: 8521637349",162.74,251.0,ARANOUÁ - ANO 5 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,2344691.0,2025-02-18,2025-12-10,022-2025
3791,"Livros, Coleções e Materiais Bibliográficos","Livro:
Título: Inteligência artificial: uma abordagem
de aprendizado de máquina
Autor: FACELI, Katti et al.
Ano: 2021
Edição: 2ª edição
Editora: LTC
IBSN-10: 8521637349",162.74,251.0,ARANOUÁ - ANO 5 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,2344691.0,2025-02-18,2025-12-10,022-2025
3792,"Livros, Coleções e Materiais Bibliográficos","Livro:
Título: Inteligência artificial: uma abordagem
de aprendizado de máquina
Autor: FACELI, Katti et al.
Ano: 2021
Edição: 2ª edição
Editora: LTC
IBSN-10: 8521637349",162.74,251.0,ARANOUÁ - ANO 5 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,2344691.0,2025-02-18,2025-12-10,022-2025
