Nº Patrimônio,Produto,Descrição,Valor,Cód. Projeto,Projeto,Gestor,Coordenador,Situação,NF,Data Emissão da Nota,Data do Termo de Doação,Nº Termo de Doação
2414,FORNO BARCELONA,FORNO BARCELONA FBA 220V-MONO,14580,15.0,IFAM 2020-003 - COELMATIC (10.451-5),Gabriel Bezerra Nascimento,Marlos André Silva Rodrigues,Doado,27558.0,2021-06-30,2025-12-10,TERMO DE DOAÇÃO Nº. 019-2025
Total de Bens Permanentes (R$),,,14580,,,,,,,,,
