Nº Patrimônio,Produto,Descrição,Valor,Cód. Projeto,Projeto,Gestor,Coordenador,Situação,NF,Data Emissão da Nota,Data do Termo de Doação,Nº Termo de Doação
2345.0,TV,"Smart TV 65 Crystal UHD 4K
Smart TV 65"" UHD 4K 2023 Crystal 4K Tela Sem Limites Alexa Built In Wi-Fi 3 HDMI/ 2 USB/ 1 AV/ 1 LAN. Resolução 3,840 x 2,160",3479,173.0,IFAM 2023-005 - SOFTEX - Curumim Empreendedor (12.164-9),Cássia Vilaça de Almeida,Samirames da Silva Fleury,Doado,7367006.0,2023-10-27,2025-12-10,TERMO DE DOAÇÃO Nº. 093-2025
2346.0,Conjunto Escolar Sextavado Juvenil Colorido,"Conjunto Escolar Sextavado Juvenil Colorido

Conjunto Sextavado Trapézio
composto por 6 Carteira, 6 Cadeira e
1 mesa central Carteira:
Carteira: Confeccionada em MDF
18mm Revestida em fórmica
Acabamento arredondado estrutura
em aço com tratamento anticorrosivo
e pintura epóxi.
Medindo:0,68x0,30x0,38x0,74
(LxLxPxA).
Cadeira: Confeccionada em MDF
15mm Revestida em fórmica
estrutura em aço com tratamento
anticorrosivo e pintura epóxi.
Medindo:0,38x0,40x0,81 (LxPxA)
Altura do assento até o chão de 44
cm.",2100,173.0,IFAM 2023-005 - SOFTEX - Curumim Empreendedor (12.164-9),Cássia Vilaça de Almeida,Samirames da Silva Fleury,Doado,1889.0,2024-07-26,2025-12-10,TERMO DE DOAÇÃO Nº. 093-2025
2347.0,Conjunto Escolar Sextavado Juvenil Colorido,"Conjunto Escolar Sextavado Juvenil Colorido

Conjunto Sextavado Trapézio
composto por 6 Carteira, 6 Cadeira e
1 mesa central Carteira:
Carteira: Confeccionada em MDF
18mm Revestida em fórmica
Acabamento arredondado estrutura
em aço com tratamento anticorrosivo
e pintura epóxi.
Medindo:0,68x0,30x0,38x0,74
(LxLxPxA).
Cadeira: Confeccionada em MDF
15mm Revestida em fórmica
estrutura em aço com tratamento
anticorrosivo e pintura epóxi.
Medindo:0,38x0,40x0,81 (LxPxA)
Altura do assento até o chão de 44
cm.",2100,173.0,IFAM 2023-005 - SOFTEX - Curumim Empreendedor (12.164-9),Cássia Vilaça de Almeida,Samirames da Silva Fleury,Doado,1889.0,2024-07-26,2025-12-10,TERMO DE DOAÇÃO Nº. 093-2025
2348.0,Conjunto Escolar Sextavado Juvenil Colorido,"Conjunto Escolar Sextavado Juvenil Colorido

Conjunto Sextavado Trapézio
composto por 6 Carteira, 6 Cadeira e
1 mesa central Carteira:
Carteira: Confeccionada em MDF
18mm Revestida em fórmica
Acabamento arredondado estrutura
em aço com tratamento anticorrosivo
e pintura epóxi.
Medindo:0,68x0,30x0,38x0,74
(LxLxPxA).
Cadeira: Confeccionada em MDF
15mm Revestida em fórmica
estrutura em aço com tratamento
anticorrosivo e pintura epóxi.
Medindo:0,38x0,40x0,81 (LxPxA)
Altura do assento até o chão de 44
cm.",2100,173.0,IFAM 2023-005 - SOFTEX - Curumim Empreendedor (12.164-9),Cássia Vilaça de Almeida,Samirames da Silva Fleury,Doado,1889.0,2024-07-26,2025-12-10,TERMO DE DOAÇÃO Nº. 093-2025
,,,9779,,,,,,,,,
