Nº Patrimônio,Produto,Descrição,Valor,Cód. Projeto,Projeto,Gestor,Coordenador,Situação,NF,Data Emissão da Nota,Data do Termo de Doação,Nº Termo de Doação
2305.0,Computador Notebook,"Notebook com placa de Vídeo GeForce A70 HYB
i7-12700H RTX 3060 Black 165 Hz 16 GB (2x8) DDR5 NVME
500GB Windows 11 HSL",9650.0,144.0,IFAM 2022-027 - HANA - TRACK SYSTEM (12097-9),Letícia Paulliny Araújo do Nascimento,Alyson de Jesus dos Santos,Registrado,48893.0,2023-02-07,2025-12-10,Termo de doação nº 085-2025
2306.0,Computador Notebook,"Notebook com placa de Vídeo GeForce A70 HYB
i7-12700H RTX 3060 Black 165 Hz 16 GB (2x8) DDR5 NVME
500GB Windows 11 HSL",9650.0,144.0,IFAM 2022-027 - HANA - TRACK SYSTEM (12097-9),Letícia Paulliny Araújo do Nascimento,Alyson de Jesus dos Santos,Registrado,48893.0,2023-02-07,2025-12-10,Termo de doação nº 085-2025
2307.0,Computador Notebook,"Notebook com placa de Vídeo GeForce A70 HYB
i7-12700H RTX 3060 Black 165 Hz 16 GB (2x8) DDR5 NVME
500GB Windows 11 HSL",9650.0,144.0,IFAM 2022-027 - HANA - TRACK SYSTEM (12097-9),Letícia Paulliny Araújo do Nascimento,Alyson de Jesus dos Santos,Registrado,48893.0,2023-02-07,2025-12-10,Termo de doação nº 085-2025
2308.0,Computador Notebook,"Notebook com placa de Vídeo GeForce A70 HYB
i7-12700H RTX 3060 Black 165 Hz 16 GB (2x8) DDR5 NVME
500GB Windows 11 HSL",9599.4,144.0,IFAM 2022-027 - HANA - TRACK SYSTEM (12097-9),Letícia Paulliny Araújo do Nascimento,Alyson de Jesus dos Santos,Registrado,49832.0,2023-02-23,2025-12-10,Termo de doação nº 085-2025
2309.0,ANALISADOR DE ESPECTRO,"ANALISADOR DE ESPECTRO, 3.2 GHZ, DSA832-TG
DSA832E-TG / MARCA: RIGOL / NCM: 90308920 /
GARANTIA: 3 ANOS
Tecnologia totalmente digital IF. Gama de
frequências de 9 kHz até 7,5 GHz. Min. -161 dBm
Nível Médio de Ruído Exibido (Tip.). Min. < -98
dBc/Hz @ 10 kHz Ruído de Fase de Compensação.
Incerteza da Medição de Nível < 0.8 dB. 10 Hz
Resolução mínima Largura de banda. Gerador de
rastreio até 7,5 GHz (DSA8XX/E-TG). Funções de
Medição Avançadas (Opt.). Filtro EMI & Kit detector
de quase-pico (Opt.). Kit de Medição VSWR (Opt.).
Software para PC (Opt.). Kit de formação opcional
RF TX/RX. Acessórios RF opcionais (Cabo,
Adaptador, Atenuador, Ponte ...). Conectividade
completa: LAN (LXI), USB Host & Device, GPIB
(Opt.). 8 Inch WVGA (800x480) Display. Tamanho
compacto, desenho leve",23970.58,144.0,IFAM 2022-027 - HANA - TRACK SYSTEM (12097-9),Letícia Paulliny Araújo do Nascimento,Alyson de Jesus dos Santos,Registrado,4899.0,2023-03-22,2025-12-10,Termo de doação nº 085-2025
2310.0,Screen Printer Manual,"-Aplicação da pasta de solda por Squeegee Manual –
Quadro para folha stencil
– Área de aplicação de pasta 250x 300 mm
– Suporta placas com montagem Top/BOT
– Ajuste Preciso dos Eixos: X,Y Theta e Z",2681.0,144.0,IFAM 2022-027 - HANA - TRACK SYSTEM (12097-9),Letícia Paulliny Araújo do Nascimento,Alyson de Jesus dos Santos,Registrado,1637.0,2023-10-27,2025-12-10,Termo de doação nº 085-2025
2311.0,Forno de Refusão de Gaveta," Equipamento para ser utilizado em bancada
-Sistema de aquecimento infravermelho
-Dimensões com alimentação Máx. da PCI:400 x 320mm
-Compatível com alimentação 220v (60 Hz)
-Potência mínima:2.6 km
-Modo de controle: Microprocessado
-Possibilidade de inserção de curvas de temperatura na
memória do forno
-Variação máxima de temperatura programada: +2 º C
-Temperatura de aquecimento máxima: 300 º",4500.0,144.0,IFAM 2022-027 - HANA - TRACK SYSTEM (12097-9),Letícia Paulliny Araújo do Nascimento,Alyson de Jesus dos Santos,Registrado,7.0,2023-11-29,2025-12-10,Termo de doação nº 085-2025
2312.0,Máquina ou Equipamento,Prototipadora de PCI e acessórios ,87200.0,144.0,IFAM 2022-027 - HANA - TRACK SYSTEM (12097-9),Letícia Paulliny Araújo do Nascimento,Alyson de Jesus dos Santos,Registrado,617.0,2023-03-08,2025-12-10,Termo de doação nº 085-2025
,,,156900.98,,,,,,,,,
