Nº Patrimônio,Produto,Descrição,Valor,Cód. Projeto,Projeto,Gestor,Coordenador,Situação,NF,Data Emissão da Nota,Data do Termo de Doação,Nº Termo de Doação
3532,Cadeira,"Cadeiras - assento e encosto em corino. Braços, base e rodízios em nylon - Altura: 102 cm/ Largura: 59 cm Profundidade: 62 cm / Assento: Largura: 45 cm Profundidade: 45 cm Altura do Braço ao Chão: 67 cm - pé fixo.",500.0,37.0,ARANOUÁ - ANO 2 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,1086.0,2021-06-24,2025-12-10,022-2025
3533,Cadeira,"Cadeiras - assento e encosto em corino. Braços, base e rodízios em nylon - Altura: 102 cm/ Largura: 59 cm Profundidade: 62 cm / Assento: Largura: 45 cm Profundidade: 45 cm Altura do Braço ao Chão: 67 cm - pé fixo.",500.0,37.0,ARANOUÁ - ANO 2 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,1086.0,2021-06-24,2025-12-10,022-2025
3534,Cadeira,"Cadeiras - assento e encosto em corino. Braços, base e rodízios em nylon - Altura: 102 cm/ Largura: 59 cm Profundidade: 62 cm / Assento: Largura: 45 cm Profundidade: 45 cm Altura do Braço ao Chão: 67 cm - pé fixo.",500.0,37.0,ARANOUÁ - ANO 2 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,1086.0,2021-06-24,2025-12-10,022-2025
3535,Cadeira,"Cadeiras - assento e encosto em corino. Braços, base e rodízios em nylon - Altura: 102 cm/ Largura: 59 cm Profundidade: 62 cm / Assento: Largura: 45 cm Profundidade: 45 cm Altura do Braço ao Chão: 67 cm - pé fixo.",500.0,37.0,ARANOUÁ - ANO 2 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,1086.0,2021-06-24,2025-12-10,022-2025
3536,Cadeira,"Cadeiras - assento e encosto em corino. Braços, base e rodízios em nylon - Altura: 102 cm/ Largura: 59 cm Profundidade: 62 cm / Assento: Largura: 45 cm Profundidade: 45 cm Altura do Braço ao Chão: 67 cm - pé fixo.",500.0,37.0,ARANOUÁ - ANO 2 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,1086.0,2021-06-24,2025-12-10,022-2025
3537,Cadeira,"Cadeiras - assento e encosto em corino. Braços, base e rodízios em nylon - Altura: 102 cm/ Largura: 59 cm Profundidade: 62 cm / Assento: Largura: 45 cm Profundidade: 45 cm Altura do Braço ao Chão: 67 cm - pé fixo.",500.0,37.0,ARANOUÁ - ANO 2 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,1086.0,2021-06-24,2025-12-10,022-2025
3538,Cadeira,"Cadeiras - assento e encosto em corino. Braços, base e rodízios em nylon - Altura: 102 cm/ Largura: 59 cm Profundidade: 62 cm / Assento: Largura: 45 cm Profundidade: 45 cm Altura do Braço ao Chão: 67 cm - pé fixo.",500.0,37.0,ARANOUÁ - ANO 2 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,1086.0,2021-06-24,2025-12-10,022-2025
3539,Cadeira,"Cadeiras - assento e encosto em corino. Braços, base e rodízios em nylon - Altura: 102 cm/ Largura: 59 cm Profundidade: 62 cm / Assento: Largura: 45 cm Profundidade: 45 cm Altura do Braço ao Chão: 67 cm - pé fixo.",500.0,37.0,ARANOUÁ - ANO 2 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,1086.0,2021-06-24,2025-12-10,022-2025
3540,Cadeira,"Cadeiras - assento e encosto em corino. Braços, base e rodízios em nylon - Altura: 102 cm/ Largura: 59 cm Profundidade: 62 cm / Assento: Largura: 45 cm Profundidade: 45 cm Altura do Braço ao Chão: 67 cm - pé fixo.",500.0,37.0,ARANOUÁ - ANO 2 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,1086.0,2021-06-24,2025-12-10,022-2025
3541,Cadeira,"Cadeiras - assento e encosto em corino. Braços, base e rodízios em nylon - Altura: 102 cm/ Largura: 59 cm Profundidade: 62 cm / Assento: Largura: 45 cm Profundidade: 45 cm Altura do Braço ao Chão: 67 cm - pé fixo.",500.0,37.0,ARANOUÁ - ANO 2 (10622-4),Luciana Cecilia Brito de Vasconcelos,Jeconias Ferreira dos Santos,Doado,1086.0,2021-06-24,2025-12-10,022-2025
